item_id,timestamp,mean,0.1,0.5,0.9,Target,Interval Width
P36,2025-01-01,0.883440679359328,0.7547250842596266,0.883440679359328,1.0123795278469871,SC11,0.25765444358736056
P37,2025-01-01,0.9240519242837804,0.8069238357119988,0.9240519242837804,1.0413895241132702,SC11,0.23446568840127147
P38,2025-01-01,0.9147422108577226,0.7612432267337668,0.9147422108577226,1.0685364642847022,SC11,0.3072932375509354
P39,2025-01-01,0.8493521062176149,0.7743877556420241,0.8493521062176149,0.9245263489618468,SC11,0.1501385933198227
P40,2025-01-01,0.8553659908136028,0.6064824869328577,0.8553659908136028,1.1044950192646936,SC11,0.49801253233183596
P41,2025-01-01,1.0555104875311845,0.854440727789346,1.0555104875311845,1.256805472736532,SC11,0.4023647449471861
P42,2025-01-01,0.8478355098085686,0.7898031882284465,0.8478355098085686,0.9060803540779436,SC11,0.1162771658494971
P43,2025-01-01,1.0586900095834175,0.900884170567558,1.0586900095834175,1.2167404814282576,SC11,0.31585631086069965
P44,2025-01-01,0.9729551969972648,0.9167497899335324,0.9729551969972648,1.0293796818641916,SC11,0.1126298919306592
P45,2025-01-01,0.9179380376684172,0.7465779857931185,0.9179380376684172,1.0895799911081647,SC11,0.3430020053150462
P46,2025-01-01,0.8781838192838857,0.8213700298614749,0.8781838192838857,0.9352726431637416,SC11,0.1139026133022667
P47,2025-01-01,0.9243378152468468,0.665041059260387,0.9243378152468468,1.1839351751520375,SC11,0.5188941158916505
P48,2025-01-01,0.93489464584993,0.8425018465934839,0.93489464584993,1.0274773762382754,SC11,0.18497552964479147
P49,2025-01-01,0.9835679643452988,0.709527085909445,0.9835679643452988,1.2579153857439418,SC11,0.5483882998344968
P50,2025-01-01,0.9066509610949968,0.8192739713352702,0.9066509610949968,0.9942450216577696,SC11,0.17497105032249938
P51,2025-01-01,1.0181905620116836,0.7965736920389301,1.0181905620116836,1.2400594678965635,SC11,0.4434857758576334
P52,2025-01-01,0.8725893119431627,0.6791655311186892,0.8725893119431627,1.0661982070991796,SC11,0.3870326759804904
P53,2025-01-01,1.0188041734938862,0.8360233899694126,1.0188041734938862,1.2018116427956664,SC11,0.3657882528262538
P54,2025-01-01,0.788591082240946,0.7354298939718931,0.788591082240946,0.8419296921170761,SC11,0.10649979814518307
P55,2025-01-01,0.8597826759345604,0.7863390422505951,0.8597826759345604,0.933483077114992,SC11,0.14714403486439687
P56,2025-01-01,0.9241180594243604,0.811803179013788,0.9241180594243604,1.036634018898051,SC11,0.224830839884263
P57,2025-01-01,0.8668227204778168,0.7056510792859785,0.8668227204778168,1.0281853610285476,SC11,0.32253428174256915
P58,2025-01-01,0.9011048887929918,0.7978478315858386,0.9011048887929918,1.0045313456602256,SC11,0.206683514074387
P59,2025-01-01,0.9225528299823252,0.5361336229690778,0.9225528299823252,1.3092010152233964,SC11,0.7730673922543185
P60,2025-01-01,0.9640540511692413,0.8528590929633626,0.9640540511692413,1.0754218805400977,SC11,0.2225627875767351
P61,2025-01-01,0.8605648325609051,0.7619658053968156,0.8605648325609051,0.9593823591768704,SC11,0.19741655378005485
P62,2025-01-01,0.9512732145884218,0.6601813578844027,0.9512732145884218,1.2425649573313402,SC11,0.5823835994469375
P63,2025-01-01,0.8614304217365084,0.7463998717444771,0.8614304217365084,0.976687742721862,SC11,0.2302878709773849
P01,2025-01-01,1.5262460830224602,1.364003377032184,1.5262460830224602,1.6941022948530375,SC12,0.33009891782085354
P02,2025-01-01,1.5774810790187983,1.3492867076161548,1.5774810790187983,1.808829966641535,SC12,0.4595432590253803
P03,2025-01-01,1.3659263988915091,1.1966921526030296,1.3659263988915091,1.5505571507742424,SC12,0.35386499817121275
P04,2025-01-01,1.6278539260491285,1.3955570946631537,1.6278539260491285,1.8645580589802464,SC12,0.4690009643170927
P05,2025-01-01,1.3472224251139315,1.213985949318,1.3472224251139315,1.4901632523350337,SC12,0.2761773030170336
P06,2025-01-01,1.487008197674304,1.2374288041456851,1.487008197674304,1.7507411462385138,SC12,0.5133123420928287
P07,2025-01-01,1.3618331521582934,1.2335941214607735,1.3618331521582934,1.5039821188070457,SC12,0.27038799734627217
P08,2025-01-01,1.4913816095628027,1.1824352881242814,1.4913816095628027,1.8057739328886453,SC12,0.6233386447643638
P09,2025-01-01,1.4458992454215407,1.178439935932739,1.4458992454215407,1.7320828176247285,SC12,0.5536428816919894
P10,2025-01-01,1.3326941400333063,1.1576500959738427,1.3326941400333063,1.5178584269268611,SC12,0.3602083309530184
P11,2025-01-01,1.6171829375303592,1.4394795849506528,1.6171829375303592,1.81216066984029,SC12,0.37268108488963714
P12,2025-01-01,1.6605342165386392,1.459954759122927,1.6605342165386392,1.868386170773848,SC12,0.4084314116509211
P13,2025-01-01,1.749369652200778,1.4231192788628544,1.749369652200778,2.0734733940594383,SC12,0.6503541151965839
P14,2025-01-01,1.832104638539918,1.6367708860936234,1.832104638539918,2.0370655990998827,SC12,0.4002947130062593
P15,2025-01-01,1.8750409595239903,1.651735457992686,1.8750409595239903,2.121469278333203,SC12,0.469733820340517
P16,2025-01-01,1.643360766157685,1.448821473240637,1.643360766157685,1.8404979424184296,SC12,0.39167646917779253
P17,2025-01-01,1.5501336668636734,1.3594944901579975,1.5501336668636734,1.7484288813768138,SC12,0.38893439121881634
P18,2025-01-01,1.6116538616169782,1.4514158642945127,1.6116538616169782,1.8035948095362533,SC12,0.35217894524174054
P19,2025-01-01,1.5095949023701891,1.2883907943913853,1.5095949023701891,1.741288518858629,SC12,0.45289772446724363
P20,2025-01-01,1.604158765436242,1.3678033799462106,1.604158765436242,1.843280104467076,SC12,0.4754767245208653
P21,2025-01-01,1.568526436350158,1.2372786368794917,1.568526436350158,1.9034355256319588,SC12,0.6661568887524671
P22,2025-01-01,1.583193680439004,1.3920943988647867,1.583193680439004,1.785307751356101,SC12,0.3932133524913144
P23,2025-01-01,1.4137527232409146,1.2457314046374308,1.4137527232409146,1.5915275074968642,SC12,0.3457961028594334
P24,2025-01-01,1.664334608305657,1.4304396622893585,1.664334608305657,1.8999323398138983,SC12,0.4694926775245398
P25,2025-01-01,1.526623339973377,1.3339254722324556,1.526623339973377,1.7365714177610665,SC12,0.4026459455286109
P26,2025-01-01,1.661313010375038,1.3594261612405976,1.661313010375038,1.963953902969371,SC12,0.6045277417287733
P27,2025-01-01,1.527068256365545,1.3619828279615531,1.527068256365545,1.70401514319029,SC12,0.3420323152287368
P28,2025-01-01,1.490509516426191,1.3691539004422426,1.490509516426191,1.623910858590216,SC12,0.2547569581479734
P29,2025-01-01,1.4663673871069434,1.2629118466416274,1.4663673871069434,1.684366103269586,SC12,0.42145425662795866
P30,2025-01-01,1.5866611627069116,1.4181867058592046,1.5866611627069116,1.7748943953848872,SC12,0.35670768952568266
P31,2025-01-01,1.6250308921618155,1.4226518057153377,1.6250308921618155,1.831429566840334,SC12,0.4087777611249963
P32,2025-01-01,1.2408122582129373,1.0326150114421675,1.2408122582129373,1.4637602985599476,SC12,0.4311452871177801
P33,2025-01-01,1.350463288979516,1.178946398213351,1.350463288979516,1.5322559459991525,SC12,0.3533095477858015
P34,2025-01-01,1.2858424274705125,1.0771709521101824,1.2858424274705125,1.5151622183797395,SC12,0.4379912662695571
P35,2025-01-01,1.2544661953692429,0.9890213864602756,1.2544661953692429,1.5416860934825216,SC12,0.552664707022246
P36,2025-01-01,1.1669313344781866,0.93810210600187,1.1669313344781866,1.4079401239138425,SC12,0.46983801791197244
P37,2025-01-01,1.2576900167913367,1.1417020978296446,1.2576900167913367,1.3877631540633852,SC12,0.24606105623374064
P38,2025-01-01,1.4627807417657557,1.254637006241206,1.4627807417657557,1.681754551839026,SC12,0.42711754559782
P39,2025-01-01,1.3420571803673098,1.201244874079209,1.3420571803673098,1.4871032641784514,SC12,0.2858583900992424
P40,2025-01-01,1.19844418330047,1.0614288616897267,1.19844418330047,1.3478282808153916,SC12,0.2863994191256649
P41,2025-01-01,1.240100095260232,1.096301321897425,1.240100095260232,1.3949024597432829,SC12,0.29860113784585796
P42,2025-01-01,1.2984365565499176,1.0728341979613152,1.2984365565499176,1.5476896954586876,SC12,0.47485549749737244
P43,2025-01-01,1.166565479467087,1.036221809994177,1.166565479467087,1.3038964524354042,SC12,0.2676746424412273
P44,2025-01-01,1.52481715722084,1.2919835227768663,1.52481715722084,1.769163950343822,SC12,0.47718042756695556
P45,2025-01-01,1.34676988380683,1.216007383926685,1.34676988380683,1.4922668157882248,SC12,0.2762594318615399
P46,2025-01-01,1.3183825922776984,1.2102774172049946,1.3183825922776984,1.4369414683696893,SC12,0.22666405116469468
P47,2025-01-01,1.502083222190305,1.107807060526611,1.502083222190305,1.8977626560059468,SC12,0.7899555954793358
P48,2025-01-01,1.129232493473375,0.992128845892584,1.129232493473375,1.2788879702730305,SC12,0.2867591243804465
P49,2025-01-01,1.0800287915940237,0.9110024540874492,1.0800287915940237,1.2654320789473428,SC12,0.3544296248598936
P50,2025-01-01,1.0388141193509697,0.9223393241207288,1.0388141193509697,1.1692305154999802,SC12,0.24689119137925142
P51,2025-01-01,1.1694022148607768,0.9791473165534372,1.1694022148607768,1.376087133500453,SC12,0.39693981694701574
P52,2025-01-01,1.4819419491544088,1.2806813775363532,1.4819419491544088,1.6981279857602194,SC12,0.41744660822386614
P53,2025-01-01,1.1004512784567315,0.944287664171212,1.1004512784567315,1.2704434981556882,SC12,0.32615583398447623
P54,2025-01-01,0.9831423202392062,0.8131387955933838,0.9831423202392062,1.1672787171088828,SC12,0.354139921515499
P55,2025-01-01,1.1088143544509823,0.9743757998739284,1.1088143544509823,1.2563608123297518,SC12,0.2819850124558234
P56,2025-01-01,1.0062560498387687,0.843448621997541,1.0062560498387687,1.1778361265509414,SC12,0.3343875045534004
P57,2025-01-01,1.1373031731876238,0.9645776557012125,1.1373031731876238,1.3231853952786603,SC12,0.35860773957744785
P58,2025-01-01,0.9140862281494893,0.7855437144765518,0.9140862281494893,1.0553221842266969,SC12,0.2697784697501451
P59,2025-01-01,0.813186168699904,0.5567066335039073,0.813186168699904,1.0869491286309698,SC12,0.5302424951270626
P60,2025-01-01,1.1275405173729278,0.946663315360056,1.1275405173729278,1.3179995385624732,SC12,0.3713362232024172
P61,2025-01-01,1.0756475887183976,0.8909005580099953,1.0756475887183976,1.27111047657497,SC12,0.38020991856497455
P62,2025-01-01,1.2154626559518305,0.971439721729128,1.2154626559518305,1.4656592977193366,SC12,0.4942195759902086
P63,2025-01-01,1.1251851641522903,0.9201327522692042,1.1251851641522903,1.3399460401810368,SC12,0.4198132879118326
P01,2025-01-01,1.4696289907729114,1.376016201464496,1.4696289907729114,1.609817060439137,SC13,0.23380085897464098
P02,2025-01-01,1.4273924700662146,1.316028687581725,1.4273924700662146,1.579777110996292,SC13,0.26374842341456683
P03,2025-01-01,1.394380619019242,1.2436935407090526,1.394380619019242,1.549974480415844,SC13,0.3062809397067914
P04,2025-01-01,1.5014315841164316,1.4163056341001057,1.5014315841164316,1.6208689778928722,SC13,0.20456334379276653
P05,2025-01-01,1.4877455532288295,1.3931973628941317,1.4877455532288295,1.6325569814378251,SC13,0.23935961854369348
P06,2025-01-01,1.4335743387951922,1.3428088363735489,1.4335743387951922,1.567374375311801,SC13,0.22456553893825215
P07,2025-01-01,1.400098918956474,1.2952077157626571,1.400098918956474,1.5481699700463898,SC13,0.25296225428373265
P08,2025-01-01,1.375773193047091,1.2630427867156966,1.375773193047091,1.5440679050205566,SC13,0.28102511830486
P09,2025-01-01,1.4958361369913804,1.3661417786550714,1.4958361369913804,1.6937231119148652,SC13,0.3275813332597939
P10,2025-01-01,1.4408549326437818,1.2985864518188104,1.4408549326437818,1.6404991290102422,SC13,0.3419126771914318
P11,2025-01-01,1.578463372883744,1.4833665513756302,1.578463372883744,1.7286749183267045,SC13,0.24530836695107427
P12,2025-01-01,1.5442951215328178,1.423295928056466,1.5442951215328178,1.7358286157344194,SC13,0.3125326876779533
P13,2025-01-01,1.5081087834091167,1.4076755743197005,1.5081087834091167,1.6530095713356332,SC13,0.24533399701593273
P14,2025-01-01,1.5180299226925746,1.3942459522928243,1.5180299226925746,1.680446810855881,SC13,0.28620085856305666
P15,2025-01-01,1.4836416716891834,1.3595219915473011,1.4836416716891834,1.6756384847236745,SC13,0.31611649317637336
P16,2025-01-01,1.4700957184985772,1.3783230472927253,1.4700957184985772,1.614629980807576,SC13,0.23630693351485066
P17,2025-01-01,1.5032556738228071,1.4220033724603525,1.5032556738228071,1.6209158849028915,SC13,0.19891251244253905
P18,2025-01-01,1.5506403944325804,1.4516502395529107,1.5506403944325804,1.6819271706296226,SC13,0.23027693107671188
P19,2025-01-01,1.365961654459304,1.2526155997842754,1.365961654459304,1.5391600271793038,SC13,0.2865444273950284
P20,2025-01-01,1.515966259887426,1.4138305419624857,1.515966259887426,1.6280625739530594,SC13,0.21423203199057372
P21,2025-01-01,1.4956003077110496,1.3876805259134906,1.4956003077110496,1.650571942318641,SC13,0.26289141640515035
P22,2025-01-01,1.5241988045706862,1.417133037826269,1.5241988045706862,1.691643354143168,SC13,0.27451031631689893
P23,2025-01-01,1.5321962475179702,1.45296005531808,1.5321962475179702,1.6448761959440916,SC13,0.1919161406260117
P24,2025-01-01,1.4189992801289837,1.3106863108093871,1.4189992801289837,1.5797212424122584,SC13,0.2690349316028713
P25,2025-01-01,1.5017697704694957,1.3910906208884728,1.5017697704694957,1.6517561295141987,SC13,0.2606655086257259
P26,2025-01-01,1.5452268293388214,1.4774040938230293,1.5452268293388214,1.648988329375918,SC13,0.1715842355528887
P27,2025-01-01,1.5321621338304765,1.431037765055054,1.5321621338304765,1.6839194881469486,SC13,0.2528817230918945
P28,2025-01-01,1.5421477201886566,1.4608908215762315,1.5421477201886566,1.6694784259897748,SC13,0.2085876044135433
P29,2025-01-01,1.5653259765005652,1.4699294598680888,1.5653259765005652,1.6722363804875977,SC13,0.20230692061950895
P30,2025-01-01,1.4780862179538614,1.3820658742000282,1.4780862179538614,1.619386602280366,SC13,0.23732072808033777
P31,2025-01-01,1.4783341903229217,1.3903669129756098,1.4783341903229217,1.612760802048967,SC13,0.22239388907335722
P32,2025-01-01,1.5265023377532942,1.4202209637518894,1.5265023377532942,1.6258484011717949,SC13,0.2056274374199054
P33,2025-01-01,1.3832236134679383,1.2357644279925128,1.3832236134679383,1.598855576703042,SC13,0.36309114871052905
P34,2025-01-01,1.3940682105711295,1.2886392769525865,1.3940682105711295,1.5227597786686211,SC13,0.2341205017160346
P35,2025-01-01,1.329892430815533,1.1195745378482838,1.329892430815533,1.5506996464223457,SC13,0.43112510857406194
P36,2025-01-01,1.3098053423157423,1.1960911929640812,1.3098053423157423,1.4587852487057162,SC13,0.26269405574163507
P37,2025-01-01,1.3309712001319605,1.2020722312641632,1.3309712001319605,1.479695091864686,SC13,0.2776228606005229
P38,2025-01-01,1.3199236189874075,1.1960947890131182,1.3199236189874075,1.5020821859465252,SC13,0.30598739693340704
P39,2025-01-01,1.3928312870277233,1.2594420665564487,1.3928312870277233,1.5690399905600447,SC13,0.309597924003596
P40,2025-01-01,1.4962978066190633,1.3751408393983056,1.4962978066190633,1.610559604548395,SC13,0.23541876515008942
P41,2025-01-01,1.4650463701134844,1.338569948056306,1.4650463701134844,1.6124784168124036,SC13,0.27390846875609753
P42,2025-01-01,1.4975647047021718,1.400950780637691,1.4975647047021718,1.5834347550863137,SC13,0.18248397444862263
P43,2025-01-01,1.4398245351084291,1.310157623817609,1.4398245351084291,1.629458921696069,SC13,0.3193012978784602
P44,2025-01-01,1.4305424054204017,1.3222196178512566,1.4305424054204017,1.5300547090009533,SC13,0.20783509114969667
P45,2025-01-01,1.4256418184668922,1.3123955707607948,1.4256418184668922,1.5601027307952542,SC13,0.24770716003445936
P46,2025-01-01,1.3143278536816334,1.1573148837084082,1.3143278536816334,1.4948785393370705,SC13,0.3375636556286623
P47,2025-01-01,1.3829049827700848,1.2219265047197811,1.3829049827700848,1.5193646623621626,SC13,0.29743815764238146
P48,2025-01-01,1.3583591108437063,1.1982855509367307,1.3583591108437063,1.5294968289203443,SC13,0.3312112779836136
P49,2025-01-01,1.3846519115141194,1.2961720068400198,1.3846519115141194,1.5178208266400413,SC13,0.2216488198000215
P50,2025-01-01,1.39075148567341,1.262497259993287,1.39075148567341,1.5006096100751154,SC13,0.2381123500818283
P51,2025-01-01,1.2456147083067874,1.0778472296801147,1.2456147083067874,1.445015457202391,SC13,0.3671682275222763
P52,2025-01-01,1.2840049260860449,1.0511518183134088,1.2840049260860449,1.5589604736917182,SC13,0.5078086553783094
P53,2025-01-01,1.2891694580340551,1.1087790850586223,1.2891694580340551,1.4846730566150457,SC13,0.37589397155642335
P54,2025-01-01,1.2888372021887318,1.1132239194090188,1.2888372021887318,1.4611823233858487,SC13,0.34795840397683
P55,2025-01-01,1.241119486901396,1.0469931495700175,1.241119486901396,1.4778665093420953,SC13,0.43087335977207775
P56,2025-01-01,1.2224602344700164,1.0460206630545614,1.2224602344700164,1.4749211269069302,SC13,0.4289004638523688
P57,2025-01-01,1.1896609883693066,1.0509841727532296,1.1896609883693066,1.3649097768989853,SC13,0.31392560414575565
P58,2025-01-01,1.2991683781798329,1.1311164192657968,1.2991683781798329,1.4714837396680711,SC13,0.34036732040227435
P59,2025-01-01,1.1961754512921712,0.9776338733706637,1.1961754512921712,1.4529223276795198,SC13,0.47528845430885613
P60,2025-01-01,1.196729400016537,0.9988382920728496,1.196729400016537,1.4200284923572148,SC13,0.42119020028436527
P61,2025-01-01,1.2590976512739265,1.0680706367903274,1.2590976512739265,1.4470295739658117,SC13,0.37895893717548423
P62,2025-01-01,1.3172645607414062,1.1365931976737125,1.3172645607414062,1.4731420225672225,SC13,0.33654882489351
P63,2025-01-01,1.2820953399709307,1.1353900218864887,1.2820953399709307,1.493426915317182,SC13,0.3580368934306932
P01,2025-01-01,0.9866066061151902,0.7703449336801279,0.9866066061151902,1.1902948892137857,SC14,0.41994995553365777
P02,2025-01-01,1.0476500395471513,0.7372799718337109,1.0476500395471513,1.3224444891624123,SC14,0.5851645173287015
P03,2025-01-01,0.8770195520301551,0.6618134259353189,0.8770195520301551,1.111579969664631,SC14,0.449766543729312
P04,2025-01-01,0.980258725653548,0.708303471556381,0.980258725653548,1.2016302320384409,SC14,0.4933267604820599
P05,2025-01-01,1.0760694866780065,0.8396840037855962,1.0760694866780065,1.3168240867037355,SC14,0.47714008291813936
P06,2025-01-01,0.9529120556657618,0.5987161614916011,0.9529120556657618,1.3090719377553883,SC14,0.7103557762637872
P07,2025-01-01,0.8496060948477592,0.5936348519852257,0.8496060948477592,1.090486526954404,SC14,0.49685167496917826
P08,2025-01-01,1.040115161520906,0.7454087001593785,1.040115161520906,1.3448466963461514,SC14,0.5994379961867728
P09,2025-01-01,0.9336203004672924,0.6833780768771902,0.9336203004672924,1.1790792018609406,SC14,0.4957011249837504
P10,2025-01-01,0.922950409734588,0.7059459593151937,0.922950409734588,1.1116627272399158,SC14,0.4057167679247221
P11,2025-01-01,0.9719484048705662,0.7448731971470899,0.9719484048705662,1.2056448616762303,SC14,0.4607716645291404
P12,2025-01-01,1.080559600009027,0.8067618251709054,1.080559600009027,1.3696093427789355,SC14,0.5628475176080301
P13,2025-01-01,1.0463973049167206,0.68251367240895,1.0463973049167206,1.4080316055900752,SC14,0.7255179331811252
P14,2025-01-01,1.0615540343896788,0.7962168402525132,1.0615540343896788,1.3049564762984849,SC14,0.5087396360459717
P15,2025-01-01,1.147700009519021,0.878751313373601,1.147700009519021,1.43964343280908,SC14,0.5608921194354789
P16,2025-01-01,1.0855124804872394,0.7592842542096582,1.0855124804872394,1.4323681318170465,SC14,0.6730838776073883
P17,2025-01-01,1.0192271844007457,0.6546114933431004,1.0192271844007457,1.376032665270161,SC14,0.7214211719270607
P18,2025-01-01,1.0993184525521555,0.8698159996251068,1.0993184525521555,1.331848067621302,SC14,0.46203206799619523
P19,2025-01-01,1.1447832091379295,0.8306895799105545,1.1447832091379295,1.4792586958200813,SC14,0.6485691159095268
P20,2025-01-01,0.8577542012098576,0.5728149290959513,0.8577542012098576,1.1361493616236562,SC14,0.5633344325277049
P21,2025-01-01,1.0804773804244598,0.8568005476279335,1.0804773804244598,1.288339896203193,SC14,0.43153934857525944
P22,2025-01-01,0.9927662287306088,0.7089151647398308,0.9927662287306088,1.2667721206042333,SC14,0.5578569558644024
P23,2025-01-01,1.1196549755794054,0.8724987780012522,1.1196549755794054,1.3688984457370297,SC14,0.4963996677357775
P24,2025-01-01,1.076439765464138,0.7990981029896385,1.076439765464138,1.352442591015396,SC14,0.5533444880257576
P25,2025-01-01,1.0993972260003373,0.842295598774643,1.0993972260003373,1.337825316920405,SC14,0.4955297181457621
P26,2025-01-01,1.131383620070947,0.7000548719952395,1.131383620070947,1.5784205636889506,SC14,0.878365691693711
P27,2025-01-01,1.0231277305990203,0.7605289200404861,1.0231277305990203,1.283322771950057,SC14,0.522793851909571
P28,2025-01-01,1.1797467629815974,0.9473803664366696,1.1797467629815974,1.4366597008001194,SC14,0.48927933436344984
P29,2025-01-01,1.0443452863254072,0.7838240536635032,1.0443452863254072,1.2944136169186171,SC14,0.510589563255114
P30,2025-01-01,1.0189396580395105,0.7573672897330443,1.0189396580395105,1.3023727727023242,SC14,0.5450054829692799
P31,2025-01-01,1.009092406244002,0.6404385758875721,1.009092406244002,1.3876698295863497,SC14,0.7472312536987775
P32,2025-01-01,0.7195744099540864,0.5117534542043665,0.7195744099540864,0.9161120432801096,SC14,0.4043585890757432
P33,2025-01-01,0.8462562950469776,0.5838702653925282,0.8462562950469776,1.097596329036334,SC14,0.5137260636438058
P34,2025-01-01,0.928349712949571,0.6506669541009745,0.928349712949571,1.2203385063184358,SC14,0.5696715522174612
P35,2025-01-01,0.9374178948384896,0.7297555328434284,0.9374178948384896,1.1405255257451707,SC14,0.4107699929017423
P36,2025-01-01,0.8327531104827035,0.5401843775867214,0.8327531104827035,1.1329488003593609,SC14,0.5927644227726394
P37,2025-01-01,0.7796282572729978,0.4819555630553976,0.7796282572729978,1.0791432972225516,SC14,0.5971877341671541
P38,2025-01-01,1.066781662214359,0.719612151249446,1.066781662214359,1.437270918429319,SC14,0.7176587671798731
P39,2025-01-01,1.2438413544294675,0.7652370130819073,1.2438413544294675,1.7443222440076762,SC14,0.9790852309257689
P40,2025-01-01,0.9757445001216586,0.7357227617843373,0.9757445001216586,1.2502875368799058,SC14,0.5145647750955685
P41,2025-01-01,0.9800451520932174,0.7538276265798803,0.9800451520932174,1.2058635949247694,SC14,0.452035968344889
P42,2025-01-01,1.0010577767781297,0.546987140927208,1.0010577767781297,1.4670906011920506,SC14,0.9201034602648426
P43,2025-01-01,0.9894230586281674,0.581187962732231,0.9894230586281674,1.3770591741743048,SC14,0.7958712114420738
P44,2025-01-01,0.944312216280428,0.5760320419917331,0.944312216280428,1.3093906503961208,SC14,0.7333586084043877
P45,2025-01-01,0.8987453480264604,0.6343522203544719,0.8987453480264604,1.1906165129452624,SC14,0.5562642925907905
P46,2025-01-01,0.94386491408826,0.688529681075027,0.94386491408826,1.2110483385527742,SC14,0.5225186574777472
P47,2025-01-01,0.9119013699165284,0.6280150288304305,0.9119013699165284,1.1971064733609045,SC14,0.569091444530474
P48,2025-01-01,0.9339983220839604,0.7024307989497262,0.9339983220839604,1.1930023630180884,SC14,0.4905715640683622
P49,2025-01-01,0.8517573152733546,0.5832585701188111,0.8517573152733546,1.138986660016302,SC14,0.555728089897491
P50,2025-01-01,0.9928884567118548,0.7461068729827098,0.9928884567118548,1.2309353050601413,SC14,0.4848284320774314
P51,2025-01-01,1.0648486482537605,0.7969442561994646,1.0648486482537605,1.3089950019884091,SC14,0.5120507457889445
