model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,Target
Naive,-0.6840635716799282,-0.910673971222878,0.0927727222442627,0.1583859920501709,0.2649550437927246,1,SC23
DeepAR,-0.7180594011494952,-0.6813691217779512,0.0740692615509033,0.0545909404754638,74.64072489738464,9,SC23
AutoARIMA,-0.8204919128783461,-0.9486575495122204,27.77733540534973,28.367146730422974,27.582738637924194,6,SC23
TemporalFusionTransformer,-0.974987368303394,-0.8931839645872437,0.2054316997528076,0.1141629219055175,83.70745348930359,8,SC23
DirectTabular,-1.04892593462276,-1.0299801644683275,0.0746128559112548,0.0964541435241699,1.0834660530090332,3,SC23
WeightedEnsemble,-1.2084253523863768,-1.3346934116039846,0.5157303810119629,0.2479746341705322,0.9521124362945556,11,SC24
DirectTabular,-1.2127773282815455,-1.499512534535696,0.0750544071197509,0.0662875175476074,1.0466105937957764,3,SC24
PatchTST,-1.2458868241591017,-1.3576444552180875,0.1863195896148681,0.0941298007965087,163.17591094970703,10,SC24
AutoETS,-1.2493159632313209,-1.5856307403900174,0.2235872745513916,0.2063562870025634,0.2685286998748779,5,SC24
TemporalFusionTransformer,-1.2959076423132494,-1.40960550367982,0.2375848293304443,0.0658013820648193,86.4924099445343,8,SC24
DynamicOptimizedTheta,-1.3120035037055315,-1.5205242040527698,0.2017295360565185,0.3426682949066162,0.2631449699401855,4,SC24
Chronos[autogluon__chronos-bolt-small],-1.3959427880785038,-1.5439112043146626,1.901155948638916,0.0683743953704834,2.502581834793091,7,SC24
Naive,-1.531155837838833,-1.6234278703654454,0.0892822742462158,0.0880434513092041,0.1520736217498779,1,SC24
AutoARIMA,-1.5360464658349609,-1.7046485261733944,29.909773588180546,31.817863702774048,37.65508365631104,6,SC24
RecursiveTabular,-1.5429686688899729,-1.6434515750131655,0.0492269992828369,0.04319429397583,0.9887938499450684,2,SC24
DeepAR,-1.8105552435168788,-1.5849592560570858,0.074892520904541,0.0697369575500488,82.81749367713928,9,SC24
WeightedEnsemble,-0.4693063107885131,-0.3891199473788311,3.3813278675079346,0.6487877368927002,0.9401199817657472,11,SC31
DynamicOptimizedTheta,-0.4775837925644385,-0.4631894050129567,0.4283878803253174,0.2726728916168213,0.3808166980743408,4,SC31
AutoETS,-0.5028425298649023,-0.4862101231090445,0.2407875061035156,0.2181811332702636,0.2649183273315429,5,SC31
PatchTST,-0.5037692725233969,-0.4694996147362357,0.1744873523712158,0.0939433574676513,135.01667952537537,10,SC31
Chronos[autogluon__chronos-bolt-small],-0.5258262154615705,-0.4293153993981771,2.35894513130188,0.0343785285949707,2.0253167152404785,7,SC31
DirectTabular,-0.5321381272422842,-0.5369919881150884,0.0704803466796875,0.0943922996520996,1.0522844791412354,3,SC31
